1;2;1;5878
1;2;2;996
1;2;3;24118
1;2;4;33104
1;2;5;32109
1;2;6;1043
1;2;7;8584
1;2;8;7694
1;2;9;2741
1;2;10;7472
1;2;11;7706
1;2;12;25586
1;2;13;19770
1;2;14;950
1;2;15;948
1;2;16;25505
1;2;17;8409
1;2;18;1139
1;2;19;6094
1;2;20;3115
1;2;21;24164
1;2;22;1526
1;2;23;34331
1;2;24;5185
1;2;25;26763
1;2;26;846
1;2;27;984
1;2;28;24590
1;2;29;949
1;2;30;21839
1;2;31;5762
1;2;32;23862
1;2;33;6813
1;2;34;4881
1;2;35;658
1;2;36;927
1;2;37;1008
1;2;38;32985
1;2;39;32950
1;2;40;30758
1;2;41;17439
1;2;42;9016
1;2;43;33740
1;2;44;29973
1;2;45;31047
1;2;46;30199
1;2;47;29911
1;2;48;941
1;2;49;18715
1;2;50;696
1;2;51;5298
1;2;52;31905
1;2;53;962
1;2;54;942
1;2;55;597
1;2;56;644
1;2;57;964
1;2;58;24119
1;2;59;23982
1;2;60;1005
1;2;61;7205
1;2;62;951
1;2;63;25743
1;2;64;34389
1;2;65;28987
1;2;66;28043
1;2;67;8669
1;2;68;32952
1;2;69;5908
1;2;70;4340
1;2;71;943
1;2;72;32746
1;2;73;4953
1;2;74;981
1;2;75;33953
1;2;76;19950
1;2;77;5576
1;2;78;993
1;2;79;1200
1;2;80;24257
1;2;81;15093
1;2;82;2340
1;2;83;2524
1;2;84;31051
1;2;85;8369
1;2;86;4721
1;2;87;952
1;2;88;944
1;2;89;940
1;2;90;23988
1;2;91;31189
1;2;92;34825
1;2;93;30190
1;2;94;30243
1;2;95;30352
1;2;96;30160
1;2;97;30186
1;2;98;30351
1;2;99;34197
1;2;100;30218
1;2;101;33003
1;2;102;32949
1;2;103;33839
1;2;104;946
1;2;105;25649
1;2;106;33318
1;2;107;865
1;2;108;22341
1;2;109;16472
1;2;110;18716
1;2;111;945
1;2;112;1640
1;2;113;843
1;2;114;3329
1;2;115;810
1;2;116;24163
1;2;117;809
1;2;118;21064
1;2;119;3238
1;2;120;4334
1;2;121;1566
1;2;122;0
1;2;123;5190
1;2;124;4857
1;2;125;5105
1;2;126;4824
1;2;127;29035
1;2;128;5097
1;2;129;8244
1;2;130;1758
1;2;131;5010
1;2;132;18
1;2;133;29730
1;2;134;4844
1;2;135;34910
1;2;136;26079
1;2;137;4350
1;2;138;895
1;2;139;4879
1;2;140;4753
1;2;141;5015
1;2;142;15458
1;2;143;5005
1;2;144;5339
1;2;145;15940
1;2;146;1771
1;2;147;30370
1;2;148;7740
1;2;149;2306
1;2;150;1745
1;2;151;5555
1;2;152;1764
1;2;153;1755
1;2;154;6888
1;2;155;1727
1;2;156;4896
1;2;157;4797
1;2;158;2698
1;2;159;5788
1;2;160;30968
1;2;161;32778
1;2;162;20793
1;2;163;4904
1;2;164;32606
1;2;165;2621
1;2;166;6249
1;2;167;22342
1;2;168;17095
1;2;169;1824
1;2;170;15426
1;2;171;30152
1;2;172;15760
1;2;173;7308
1;2;174;25678
1;2;175;4752
1;2;176;34219
1;2;177;32559
1;2;178;4783
1;2;179;1739
1;2;180;6603
