1;1;1;33666
1;1;2;31461
1;1;3;29921
1;1;4;2353
1;1;5;8410
1;1;6;4994
1;1;7;5224
1;1;8;26079
1;1;9;4350
1;1;10;5005
1;1;11;4753
1;1;12;5015
1;1;13;15458
1;1;14;895
1;1;15;4879
1;1;16;2316
1;1;17;29509
1;1;18;5729
1;1;19;19987
1;1;20;1663
1;1;21;5787
1;1;22;6887
1;1;23;1181
1;1;24;5636
1;1;25;5126
1;1;26;6010
1;1;27;18283
1;1;28;753
1;1;29;34684
1;1;30;28022
1;1;31;1178
1;1;32;4911
1;1;33;32102
1;1;34;30229
1;1;35;1995
1;1;36;5093
1;1;37;25860
1;1;38;1888
1;1;39;30875
1;1;40;17262
1;1;41;21276
1;1;42;21807
1;1;43;20621
1;1;44;33425
1;1;45;31023
1;1;46;5221
1;1;47;29895
1;1;48;2621
1;1;49;1772
1;1;50;17095
1;1;51;15426
1;1;52;4798
1;1;53;34679
1;1;54;1732
1;1;55;4763
1;1;56;24162
1;1;57;1758
1;1;58;5407
1;1;59;4988
1;1;60;29266
1;1;61;4956
1;1;62;4977
1;1;63;24078
1;1;64;3349
1;1;65;3018
1;1;66;8361
1;1;67;31658
1;1;68;31663
1;1;69;31661
1;1;70;5131
1;1;71;4852
1;1;72;4907
1;1;73;892
1;1;74;33532
1;1;75;2091
1;1;76;1374
1;1;77;25213
1;1;78;20215
1;1;79;30730
1;1;80;15074
1;1;81;26836
1;1;82;16908
1;1;83;28784
1;1;84;114
1;1;85;23728
1;1;86;0
1;1;87;7161
1;1;88;5804
1;1;89;4801
1;1;90;6395
1;1;91;1601
1;1;92;5105
1;1;93;4824
1;1;94;29035
1;1;95;5140
1;1;96;30528
1;1;97;4955
1;1;98;4957
1;1;99;4772
1;1;100;29250
1;1;101;5832
1;1;102;8412
1;1;103;5058
1;1;104;28125
1;1;105;4945
1;1;106;5175
1;1;107;5239
1;1;108;5176
1;1;109;5983
1;1;110;2334
1;1;111;19087
1;1;112;8244
1;1;113;5097
1;1;114;5055
1;1;115;4740
1;1;116;22171
1;1;117;5018
1;1;118;31279
1;1;119;7211
1;1;120;4969
1;1;121;4884
1;1;122;7953
1;1;123;5888
1;1;124;32702
1;1;125;5009
1;1;126;31898
1;1;127;4780
1;1;128;2539
1;1;129;6925
1;1;130;34739
1;1;131;24120
1;1;132;3003
1;1;133;30152
1;1;134;2300
1;1;135;5201
1;1;136;4804
1;1;137;30969
1;1;138;7740
1;1;139;5555
1;1;140;1764
1;1;141;2306
1;1;142;15142
1;1;143;30370
1;1;144;5159
1;1;145;1959
1;1;146;7480
1;1;147;5039
1;1;148;34121
1;1;149;7308
1;1;150;33211
1;1;151;15760
1;1;152;8141
1;1;153;4748
1;1;154;5362
1;1;155;5189
1;1;156;5092
1;1;157;1728
1;1;158;4958
1;1;159;18
1;1;160;29730
1;1;161;4844
1;1;162;17969
1;1;163;5929
1;1;164;5128
1;1;165;4992
1;1;166;6286
1;1;167;4750
1;1;168;33024
1;1;169;8413
1;1;170;8418
1;1;171;6587
1;1;172;23810
1;1;173;7753
1;1;174;4234
1;1;175;15911
1;1;176;16132
1;1;177;25745
1;1;178;1040
1;1;179;31151
1;1;180;7747
1;1;181;1065
1;1;182;881
1;1;183;1064
1;1;184;1015
1;1;185;8363
1;1;186;34669
1;1;187;16759
1;1;188;30824
1;1;189;7980
1;1;190;15180
1;1;191;34612
1;1;192;31152
1;1;193;24118
1;1;194;996
1;1;195;5878
1;1;196;34762
1;1;197;0
1;2;1;29175
1;2;2;3308
1;2;3;934
1;2;4;29626
1;2;5;850
1;2;6;808
1;2;7;27137
1;2;8;1069
1;2;9;1085
1;2;10;30657
1;2;11;7430
1;2;12;4337
1;2;13;34374
1;2;14;31608
1;2;15;557
1;2;16;22825
1;2;17;624
1;2;18;1017
1;2;19;1067
1;2;20;23726
1;2;21;34646
1;2;22;34650
1;2;23;7011
1;2;24;31188
1;2;25;7730
1;2;26;7315
1;2;27;5264
1;2;28;1155
1;2;29;32735
1;2;30;33947
1;2;31;537
1;2;32;26046
1;2;33;768
1;2;34;23110
1;2;35;584
1;2;36;7714
1;2;37;6478
1;2;38;23155
1;2;39;8234
1;2;40;5229
1;2;41;1000
1;2;42;33781
1;2;43;25584
1;2;44;2652
1;2;45;1063
1;2;46;7472
1;2;47;21839
1;2;48;23862
1;2;49;1526
1;2;50;28546
1;2;51;24590
1;2;52;948
1;2;53;950
1;2;54;19770
1;2;55;7706
1;2;56;25586
1;2;57;15674
1;2;58;30814
1;2;59;30815
1;2;60;2862
1;2;61;30411
1;2;62;33976
1;2;63;5682
1;2;64;30375
1;2;65;562
1;2;66;24180
1;2;67;8202
1;2;68;8607
1;2;69;730
1;2;70;24306
1;2;71;7373
1;2;72;7370
1;2;73;7359
1;2;74;7355
1;2;75;7357
1;2;76;1774
1;2;77;4815
1;2;78;5053
1;2;79;6168
1;2;80;8365
1;2;81;0
1;2;82;4524
1;2;83;31469
1;2;84;2188
1;2;85;2191
1;2;86;24528
1;2;87;7941
1;2;88;20690
1;2;89;16580
1;2;90;5204
1;2;91;4773
1;2;92;5856
1;2;93;28315
1;2;94;6316
1;2;95;5141
1;2;96;4985
1;2;97;5111
1;2;98;4831
1;2;99;4775
1;2;100;22296
1;2;101;32568
1;2;102;20512
1;2;103;2680
1;2;104;4974
1;2;105;18872
1;2;106;1585
1;2;107;4235
1;2;108;2100
1;2;109;7309
1;2;110;4800
1;2;111;27327
1;2;112;4950
1;2;113;19836
1;2;114;3140
1;2;115;4746
1;2;116;31267
1;2;117;4767
1;2;118;603
1;2;119;5063
1;2;120;21967
1;2;121;28082
1;2;122;32809
1;2;123;4851
1;2;124;26241
1;2;125;2627
1;2;126;32889
1;2;127;28825
1;2;128;21335
1;2;129;33236
1;2;130;0
1;3;1;2688
1;3;2;5202
1;3;3;3205
1;3;4;17201
1;3;5;5219
1;3;6;23070
1;3;7;5166
1;3;8;1771
1;3;9;5339
1;3;10;15940
1;3;11;5017
1;3;12;4978
1;3;13;5006
1;3;14;5056
1;3;15;4875
1;3;16;28289
1;3;17;5116
1;3;18;6147
1;3;19;17907
1;3;20;4934
1;3;21;32559
1;3;22;4783
1;3;23;1739
1;3;24;7541
1;3;25;6603
1;3;26;5178
1;3;27;2697
1;3;28;898
1;3;29;5861
1;3;30;24125
1;3;31;5011
1;3;32;1826
1;3;33;1876
1;3;34;5142
1;3;35;6144
1;3;36;5082
1;3;37;31913
1;3;38;5564
1;3;39;1875
1;3;40;6272
1;3;41;30238
1;3;42;4816
1;3;43;4895
1;3;44;338
1;3;45;16607
1;3;46;4755
1;3;47;34841
1;3;48;8327
1;3;49;1751
1;3;50;8414
1;3;51;5550
1;3;52;5146
1;3;53;25100
1;3;54;4766
1;3;55;5127
1;3;56;5050
1;3;57;5052
1;3;58;4903
1;3;59;31548
1;3;60;32285
1;3;61;15825
1;3;62;5351
1;3;63;4838
1;3;64;1760
1;3;65;7300
1;3;66;5049
1;3;67;4797
1;3;68;26054
1;3;69;2698
1;3;70;1895
1;3;71;32601
1;3;72;4896
1;3;73;6249
1;3;74;5788
1;3;75;30968
1;3;76;32778
1;3;77;20793
1;3;78;4904
1;3;79;576
1;3;80;30710
1;3;81;3046
1;3;82;21701
1;3;83;25195
1;3;84;2314
1;3;85;32606
1;3;86;22342
1;3;87;6865
1;3;88;1824
1;3;89;8030
1;3;90;6289
1;3;91;7104
1;3;92;8211
1;3;93;1903
1;3;94;31658
1;3;95;6503
1;3;96;31661
1;3;97;33666
1;3;98;2836
1;3;99;0
1;4;1;23728
1;4;2;20457
1;4;3;20453
1;4;4;4367
1;4;5;30242
1;4;6;33954
1;4;7;6912
1;4;8;29204
1;4;9;24322
1;4;10;203
1;4;11;204
1;4;12;205
1;4;13;21297
1;4;14;2094
